READING_TS,SENSOR_ID,TEMPERATURE,HUMIDITY,GPS_LAT,GPS_LON
2025-09-19 20:25:21.667852,4,6.0,41.5,19.26736,-99.13467
2025-09-19 09:57:21.667852,5,3.5,61.6,19.31564,-99.09825
2025-09-18 11:00:21.667852,8,6.5,49.1,19.32352,-99.07526
2025-09-19 16:35:21.667852,3,5.3,60.0,19.34734,-99.14473
2025-09-17 12:28:21.667852,7,7.3,41.2,19.30659,-99.12997
2025-09-18 15:12:21.667852,8,6.0,57.1,19.33436,-99.06407
2025-09-19 14:52:21.667852,13,4.3,53.5,19.31092,-99.12171
2025-09-17 11:08:21.667852,4,5.4,66.5,19.27213,-99.1088
2025-09-18 14:38:21.667852,11,5.7,69.1,19.2781,-99.06089
2025-09-19 02:37:21.667852,3,3.6,43.7,19.32245,-99.08891
2025-09-17 05:24:21.667852,11,1.7,45.5,19.27369,-99.13321
2025-09-19 13:05:21.667852,1,11.7,58.7,19.31794,-99.10125
2025-09-18 15:12:21.667852,9,13.820943937032702,54.7,19.34995,-99.06114
2025-09-18 16:01:21.667852,12,5.2,58.6,19.32712,-99.10192
2025-09-18 10:29:21.667852,10,6.8,59.0,19.32871,-99.08578
2025-09-17 11:50:21.667852,6,3.0,56.5,19.32074,-99.14774
2025-09-17 16:09:21.667852,8,3.0,55.4,19.30804,-99.07106
2025-09-17 02:05:21.667852,8,5.4,50.0,19.30039,-99.05104
2025-09-18 15:40:21.667852,13,4.9,45.3,19.29461,-99.09814
2025-09-19 17:20:21.667852,13,4.4,57.5,19.29524,-99.1406
2025-09-17 14:27:21.667852,12,9.3,43.9,19.29169,-99.05261
2025-09-17 13:56:21.667852,13,4.0,53.5,19.29321,-99.06764
2025-09-18 14:43:21.667852,7,4.2,56.5,19.32909,-99.14038
2025-09-17 15:37:21.667852,14,6.1,60.3,19.34063,-99.058
2025-09-18 23:51:21.667852,7,4.4,49.4,19.25822,-99.07384
2025-09-19 04:28:21.667852,14,4.0,62.8,19.30255,-99.11506
2025-09-18 19:17:21.667852,12,4.1,66.6,19.29919,-99.11032
2025-09-18 00:27:21.667852,4,4.4,61.7,19.25215,-99.1153
2025-09-17 16:55:21.667852,1,4.5,48.1,19.25812,-99.05074
2025-09-18 05:26:21.667852,10,2.2,65.9,19.29118,-99.10168
2025-09-18 13:10:21.667852,9,3.9,66.2,19.34081,-99.14996
2025-09-19 15:29:21.667852,1,6.1,65.0,19.26776,-99.13408
2025-09-17 23:27:21.667852,4,6.0,65.5,19.31953,-99.12225
2025-09-19 00:05:21.667852,2,7.5,64.5,19.27886,-99.05186
2025-09-18 04:01:21.667852,10,4.0,44.6,19.31589,-99.12303
2025-09-18 15:46:21.667852,4,7.8,47.1,19.32511,-99.09183
2025-09-19 13:57:21.667852,6,2.4,64.9,19.30026,-99.05419
2025-09-19 20:20:21.667852,9,4.8,63.0,19.34688,-99.13155
2025-09-18 17:07:21.667852,14,7.3,42.8,19.26109,-99.0618
2025-09-17 16:57:21.667852,6,7.7,55.8,19.32128,-99.12479
2025-09-17 19:14:21.667852,3,5.8,53.7,19.29935,-99.08394
2025-09-19 15:19:21.667852,9,5.9,66.1,19.28759,-99.0691
2025-09-17 10:35:21.667852,8,4.5,41.9,19.32538,-99.13674
2025-09-17 18:26:21.667852,11,3.7,63.1,19.29272,-99.0658
2025-09-17 10:03:21.667852,13,7.2,41.7,19.30131,-99.0638
2025-09-18 03:02:21.667852,4,4.4,49.8,19.26279,-99.07919
2025-09-18 14:06:21.667852,9,13.388924520339703,47.7,19.27457,-99.05254
2025-09-19 08:21:21.667852,5,2.6,53.6,19.30676,-99.08851
2025-09-17 03:37:21.667852,11,9.4,69.5,19.31669,-99.05672
2025-09-18 12:07:21.667852,1,14.754817239510762,56.9,19.28392,-99.11773
2025-09-18 17:47:21.667852,15,7.0,52.4,19.30181,-99.08092
2025-09-18 04:17:21.667852,5,3.3,44.8,19.30769,-99.12255
2025-09-18 05:50:21.667852,9,2.8,59.7,19.3307,-99.11655
2025-09-17 14:17:21.667852,4,7.0,66.2,19.25127,-99.06269
2025-09-18 23:48:21.667852,3,5.7,46.7,19.27078,-99.1463
2025-09-17 18:48:21.667852,8,6.4,44.5,19.26694,-99.07465
2025-09-18 17:41:21.667852,11,0.4,50.0,19.34458,-99.11976
2025-09-19 03:18:21.667852,15,2.9,67.3,19.28156,-99.13888
2025-09-17 03:08:21.667852,15,2.3,53.5,19.30193,-99.12863
2025-09-17 07:10:21.667852,5,4.8,56.8,19.25459,-99.0563
2025-09-18 22:52:21.667852,10,4.8,49.9,19.32982,-99.12289
2025-09-18 09:49:21.667852,12,2.9,69.3,19.25639,-99.12411
2025-09-17 23:26:21.667852,13,4.1,54.6,19.2557,-99.08707
2025-09-18 10:52:21.667852,11,7.2,44.9,19.30978,-99.13114
2025-09-18 05:34:21.667852,8,4.0,54.6,19.34828,-99.13272
2025-09-17 02:21:21.667852,13,5.6,54.0,19.28046,-99.14495
2025-09-18 06:26:21.667852,7,4.4,45.8,19.33929,-99.1442
2025-09-19 03:59:21.667852,12,5.1,52.0,19.30672,-99.14929
2025-09-17 15:14:21.667852,8,2.3,40.1,19.26414,-99.05609
2025-09-18 08:17:21.667852,8,4.8,67.5,19.26676,-99.11005
2025-09-19 01:58:21.667852,13,5.6,54.4,19.32905,-99.07759
2025-09-18 16:27:21.667852,7,3.6,44.2,19.34851,-99.12886
2025-09-17 04:25:21.667852,10,4.6,68.4,19.26093,-99.07517
2025-09-19 09:51:21.667852,12,5.2,64.6,19.29339,-99.06014
2025-09-17 20:07:21.667852,5,4.1,55.6,19.32815,-99.08822
2025-09-19 21:12:21.667852,2,4.7,67.4,19.26071,-99.07561
2025-09-19 09:35:21.667852,6,5.7,58.3,19.30498,-99.11711
2025-09-17 05:23:21.667852,1,4.6,47.0,19.25421,-99.14821
2025-09-19 01:59:21.667852,8,5.9,40.3,19.30892,-99.09475
2025-09-19 22:02:21.667852,11,3.9,61.7,19.31748,-99.06114
2025-09-19 23:14:21.667852,13,5.9,52.6,19.31414,-99.14993
2025-09-17 20:04:21.667852,13,6.9,47.7,19.27513,-99.07559
2025-09-18 07:57:21.667852,2,4.8,47.1,19.30996,-99.06441
2025-09-18 23:59:21.667852,10,4.1,58.3,19.33475,-99.08692
2025-09-18 11:25:21.667852,4,2.0,55.4,19.28814,-99.1434
2025-09-19 12:48:21.667852,3,9.859346537491831,50.9,19.32692,-99.08075
2025-09-19 02:09:21.667852,4,4.2,43.6,19.30936,-99.10644
2025-09-19 20:51:21.667852,14,6.0,47.1,19.33382,-99.13576
2025-09-19 19:46:21.667852,4,6.4,56.2,19.25638,-99.09004
2025-09-18 13:34:21.667852,1,3.9,50.1,19.33097,-99.08043
2025-09-19 10:17:21.667852,1,6.7,63.7,19.28302,-99.09644
2025-09-18 03:11:21.667852,3,4.5,59.4,19.25903,-99.05452
2025-09-18 04:22:21.667852,7,6.3,47.0,19.27694,-99.13138
2025-09-18 22:48:21.667852,3,6.2,41.5,19.33181,-99.09462
2025-09-19 22:20:21.667852,1,8.4,54.4,19.3099,-99.13196
2025-09-18 16:16:21.667852,9,6.0,69.6,19.28368,-99.06572
2025-09-17 21:54:21.667852,8,6.0,58.8,19.30602,-99.10023
2025-09-17 13:31:21.667852,14,5.5,40.8,19.25905,-99.13886
2025-09-17 06:24:21.667852,10,10.7,68.6,19.33163,-99.10281
2025-09-17 02:14:21.667852,8,7.1,65.3,19.25588,-99.05538
2025-09-19 15:25:21.667852,9,7.3,46.3,19.27002,-99.101
2025-09-19 14:47:21.667852,8,5.2,66.2,19.29626,-99.11717
2025-09-17 14:45:21.667852,10,1.6,40.2,19.26602,-99.05599
2025-09-18 17:16:21.667852,4,5.4,45.8,19.26383,-99.13178
2025-09-18 09:22:21.667852,11,6.3,51.8,19.32005,-99.13863
2025-09-18 04:11:21.667852,9,3.7,41.9,19.28656,-99.05116
2025-09-19 03:00:21.667852,14,5.7,64.5,19.33087,-99.07334
2025-09-18 12:53:21.667852,5,3.4,50.9,19.29142,-99.09137
2025-09-19 01:50:21.667852,9,3.1,64.4,19.2943,-99.08249
2025-09-19 14:58:21.667852,15,4.5,49.6,19.30764,-99.0926
2025-09-17 18:41:21.667852,14,6.6,46.6,19.26074,-99.06038
2025-09-19 03:40:21.667852,6,3.9,46.5,19.33829,-99.1313
2025-09-18 00:54:21.667852,1,5.5,54.8,19.30728,-99.12617
2025-09-17 03:55:21.667852,14,3.9,66.2,19.34907,-99.14081
2025-09-17 15:50:21.667852,9,6.4,44.4,19.33115,-99.06837
2025-09-17 12:23:21.667852,13,3.9,56.1,19.29784,-99.06767
2025-09-19 18:35:21.667852,8,5.1,63.3,19.33615,-99.07555
2025-09-19 23:24:21.667852,6,5.6,48.7,19.30952,-99.09784
2025-09-18 06:56:21.667852,1,3.3,49.4,19.26788,-99.05981
2025-09-19 05:19:21.667852,10,5.7,48.3,19.31109,-99.05343
2025-09-18 12:34:21.667852,6,7.4,49.8,19.28674,-99.13965
2025-09-19 01:00:21.667852,6,2.4,47.1,19.31305,-99.09032
2025-09-17 03:18:21.667852,8,7.2,42.6,19.26369,-99.10983
2025-09-17 13:53:21.667852,14,7.5,55.5,19.25979,-99.05793
2025-09-17 07:27:21.667852,12,10.7,58.9,19.34601,-99.14915
2025-09-19 22:09:21.667852,8,5.2,61.4,19.30208,-99.09871
2025-09-18 07:48:21.667852,6,6.6,44.5,19.32241,-99.14163
2025-09-18 04:27:21.667852,13,6.8,46.2,19.31671,-99.07575
2025-09-18 17:20:21.667852,8,6.2,48.7,19.33188,-99.14988
2025-09-18 20:00:21.667852,3,5.7,40.5,19.34983,-99.08086
2025-09-19 11:34:21.667852,11,5.4,60.1,19.31844,-99.14917
2025-09-19 15:35:21.667852,4,5.2,51.7,19.32871,-99.12661
2025-09-19 08:09:21.667852,14,6.4,41.3,19.34876,-99.05517
2025-09-18 13:54:21.667852,15,6.3,53.3,19.33143,-99.10005
2025-09-17 14:18:21.667852,7,6.4,61.7,19.29796,-99.12719
2025-09-18 13:48:21.667852,15,3.1,50.7,19.31868,-99.14575
2025-09-18 06:46:21.667852,7,6.3,69.0,19.2871,-99.05059
2025-09-19 10:14:21.667852,15,2.9,69.5,19.31871,-99.0919
2025-09-17 11:22:21.667852,8,9.7,67.5,19.26361,-99.14017
2025-09-19 19:46:21.667852,13,6.8,56.7,19.30837,-99.09976
2025-09-18 12:19:21.667852,15,3.1,54.0,19.25991,-99.10664
2025-09-19 05:11:21.667852,13,0.47208267849159036,59.2,19.32914,-99.14879
2025-09-19 17:21:21.667852,11,5.8,56.9,19.26445,-99.10578
2025-09-17 14:51:21.667852,8,2.5,51.4,19.31403,-99.12762
2025-09-18 01:35:21.667852,11,4.9,62.2,19.26181,-99.0665
2025-09-19 05:00:21.667852,1,3.5,56.5,19.25013,-99.11762
2025-09-17 18:30:21.667852,8,4.2,69.4,19.31189,-99.09694
2025-09-17 07:23:21.667852,14,6.0,68.0,19.27479,-99.09625
2025-09-17 18:12:21.667852,3,5.6,65.4,19.32654,-99.05558
2025-09-17 01:53:21.667852,7,4.5,55.9,19.33133,-99.10118
2025-09-17 07:04:21.667852,13,7.1,43.9,19.31818,-99.11251
2025-09-18 16:03:21.667852,1,5.6,41.8,19.29433,-99.13138
2025-09-17 09:24:21.667852,12,4.6,61.3,19.29644,-99.14556
2025-09-19 09:46:21.667852,1,5.6,41.8,19.2988,-99.07259
2025-09-20 00:38:21.667852,11,3.9,44.8,19.28654,-99.06581
2025-09-18 17:48:21.667852,1,4.4,67.2,19.28632,-99.12128
2025-09-17 07:38:21.667852,8,1.9,65.4,19.25281,-99.07368
2025-09-18 04:32:21.667852,15,3.9,49.5,19.2609,-99.09695
2025-09-18 09:09:21.667852,14,4.5,66.4,19.29476,-99.1225
2025-09-19 02:34:21.667852,9,2.5,42.4,19.26438,-99.12711
2025-09-18 03:46:21.667852,10,11.7,68.9,19.30682,-99.0818
2025-09-18 21:37:21.667852,2,7.5,51.9,19.28823,-99.12588
2025-09-17 18:53:21.667852,7,4.2,51.1,19.33413,-99.1046
2025-09-18 05:09:21.667852,11,5.6,54.6,19.27932,-99.11937
2025-09-18 13:47:21.667852,2,5.6,61.2,19.26482,-99.08092
2025-09-17 06:04:21.667852,14,4.7,46.1,19.33199,-99.09868
2025-09-18 07:40:21.667852,14,3.5,45.9,19.32883,-99.11623
2025-09-19 04:45:21.667852,4,6.5,58.7,19.26701,-99.1246
2025-09-18 18:02:21.667852,6,6.1,46.0,19.25671,-99.09665
2025-09-18 20:49:21.667852,7,5.4,66.5,19.32752,-99.10137
2025-09-19 01:10:21.667852,15,6.1,46.5,19.34163,-99.12045
2025-09-20 00:21:21.667852,15,6.3,58.8,19.30078,-99.13853
2025-09-19 00:34:21.667852,2,6.2,61.8,19.2559,-99.09659
2025-09-18 22:54:21.667852,7,12.467949107981184,54.4,19.30871,-99.07854
2025-09-19 13:54:21.667852,7,5.2,67.9,19.32728,-99.0523
2025-09-19 11:01:21.667852,10,5.1,68.0,19.27848,-99.09171
2025-09-18 21:39:21.667852,3,3.1,57.5,19.34665,-99.13146
2025-09-18 17:53:21.667852,5,3.8,69.9,19.26045,-99.0795
2025-09-19 20:33:21.667852,8,4.8,45.4,19.30328,-99.05966
2025-09-20 00:40:21.667852,15,6.1,64.6,19.29559,-99.12096
2025-09-18 00:10:21.667852,7,8.3,45.4,19.31792,-99.09765
2025-09-17 23:20:21.667852,10,8.2,65.9,19.33612,-99.09202
2025-09-18 16:46:21.667852,11,4.7,52.8,19.33562,-99.07701
2025-09-18 00:32:21.667852,1,4.1,64.2,19.33501,-99.12108
2025-09-18 05:40:21.667852,4,6.6,50.1,19.26594,-99.12234
2025-09-17 09:34:21.667852,13,5.0,53.4,19.33985,-99.14487
2025-09-19 07:44:21.667852,11,5.5,42.2,19.30487,-99.0689
2025-09-19 20:10:21.667852,5,3.2,40.1,19.25914,-99.13922
2025-09-17 03:06:21.667852,1,8.2,57.5,19.34012,-99.14546
2025-09-19 01:43:21.667852,13,4.4,64.8,19.28746,-99.07964
2025-09-19 17:42:21.667852,9,3.8,40.4,19.335,-99.05702
2025-09-18 08:51:21.667852,3,3.1,43.8,19.34087,-99.13066
2025-09-20 00:56:21.667852,6,3.7,45.7,19.29411,-99.13437
2025-09-17 11:27:21.667852,13,5.3,40.4,19.33245,-99.12072
2025-09-18 07:53:21.667852,11,6.9,55.5,19.27347,-99.13298
2025-09-17 11:08:21.667852,12,5.5,68.1,19.30866,-99.06515
2025-09-19 14:55:21.667852,6,10.7,69.8,19.30981,-99.12854
2025-09-19 07:13:21.667852,7,6.7,59.9,19.28254,-99.07973
2025-09-17 07:43:21.667852,9,4.0,67.2,19.30435,-99.13506
2025-09-17 02:33:21.667852,6,3.6,66.0,19.26465,-99.11941
2025-09-18 19:33:21.667852,7,10.0,42.7,19.26825,-99.06572
2025-09-18 12:37:21.667852,14,2.1,62.0,19.25573,-99.10986
2025-09-17 14:07:21.667852,11,2.7,62.8,19.3125,-99.09559
2025-09-17 13:46:21.667852,1,6.5,55.4,19.26614,-99.14164
2025-09-17 11:10:21.667852,8,6.5,62.9,19.25674,-99.07184
2025-09-17 18:15:21.667852,5,6.2,42.2,19.26936,-99.07221
2025-09-20 00:07:21.667852,11,5.1,56.2,19.25398,-99.11624
2025-09-17 07:49:21.667852,7,5.8,63.3,19.26773,-99.13917
2025-09-18 01:21:21.667852,4,5.9,55.8,19.32193,-99.1408
2025-09-17 16:59:21.667852,14,8.5,50.2,19.25976,-99.09132
2025-09-17 23:50:21.667852,10,6.3,60.8,19.25938,-99.10011
2025-09-17 08:03:21.667852,11,4.7,41.8,19.32618,-99.08412
2025-09-17 15:06:21.667852,10,14.67423413932342,52.8,19.28806,-99.07499
2025-09-17 17:55:21.667852,1,6.5,42.4,19.30659,-99.0592
2025-09-17 21:30:21.667852,11,5.9,41.1,19.29341,-99.11682
